source_id,total_length_km
114N05617,30.225720000000003
114N05618,5.4785
114N05620,34.49928
114N05621,6.01322
114N05622,9.01217
114N05623,0.73351
114N05624,0.03425
114N05625,8.4063
114N05626,6.719689999999999
114N05627,2.1477
114N05628,0.20392000000000002
114N05629,1.07033
114N05630,0.89151
114N05631,1.26567
114N05632,6.3684
114N05633,0.26335
114N05634,13.51299
114N05635,12.83885
114N05636,5.1441099999999995
114N05637,6.7805800000000005
114N05638,1.42573
114N05639,1.09786
114N05640,0.8309700000000001
114N05641,0.55669
114N05642,9.80643
114N05643,4.52163
114N05644,0.20669
114N05645,0.15548
114N05673,0.5715399999999999
114N05674,7.1801
114N05675,11.54849
114N05676,0.65901
114N05677,1.2717399999999999
114N05678,2.1152599999999997
114N05679,26.72884
114N05680,13.280479999999999
114N05681,10.43069
114N05682,13.60198
114N05683,12.975480000000001
114N05684,6.13656
114N05685,1.6173899999999999
114N05686,0.02667
114N05687,9.0861
114N05688,5.00129
114N05689,14.77511
114N05690,0.6751
114N05691,0.17004
114N05692,15.164220000000002
114N05693,10.21602
114N05694,12.92028
114N05695,0.40567
114N05696,0.21416999999999997
114N05697,0.35694000000000004
114N05698,2.56877
114N05699,10.24607
114N05783,0.27082
114N05784,1.6347200000000002
114N05785,2.18341
114N05786,0.9771799999999999
114N05787,0.79775
114N05788,7.58799
114N05789,3.4021199999999996
114N05790,12.245999999999999
114N05791,4.93916
114N05792,25.9589
114N05793,19.71743
114N05794,0.35956
114N05795,1.60732
114N05796,0.80475
114N05797,0.80594
114N05798,0.99795
114N05799,2.06305
114N05800,0.18818
114N05827,7.57222
114N05828,2.8629599999999997
114N05829,35.621159999999996
114N05830,3.30113
114N05831,2.23448
114N05832,16.269000000000002
114N05833,4.55555
114N05834,17.17405
114N05835,15.722729999999999
114N05836,1.99538
114N05837,1.19161
114N05838,0.02538
114N05839,0.05106
114N05840,0.40264
114N05841,3.36686
114N05842,1.3317
114N05843,14.43627
114N05844,7.4871
114N05845,7.545539999999999
114N05846,9.27562
114N05847,15.79936
114N05848,0.0415
114N05849,0.60268
114N05850,0.23078
114N05851,0.47661000000000003
114N05852,10.7663
114N05853,9.39295
114N05854,3.10312
114N05855,0.10086
114N05856,0.09571
114N05857,14.7733
114N05858,2.91797
114N05859,0.4862
114N05860,0.054720000000000005
114N05861,12.74465
114N05862,10.32932
114N05863,0.19153
114N05864,1.24694
114N05865,14.704139999999999
114N05866,0.9701299999999999
114N05867,0.0356
114N05868,3.88974
114N05869,9.719330000000001
114N05870,0.7016100000000001
114N05871,0.85619
114N05873,6.51714
114N05876,5.67469
114N05877,13.22742
114N05878,7.77004
114N05879,3.28029
114N05880,0.76465
114N05881,2.02142
114N05882,1.4270100000000001
114N05886,0.57244
114N05887,2.1428700000000003
114N05888,2.2905
114N05889,2.8656
114N05890,4.81002
114N05891,6.15215
114N05892,6.92815
114N05893,5.07413
114N05894,3.0456
114N05895,5.80981
114N05896,2.13536
114N05897,2.90289
114N05898,3.56779
114N05902,12.27619
114N05903,5.09267
114N05904,4.050730000000001
114N05905,8.003860000000001
114N05906,0.11225
114N05907,1.8943599999999998
114N05908,0.07891000000000001
114N05909,1.1263
114N05910,2.44088
114N05911,0.36588000000000004
114N05912,3.9079900000000003
114N05913,3.5339300000000002
114N05919,11.63546
114N05920,3.8176099999999997
114N05921,16.129170000000002
114N05922,9.645010000000001
114N05923,10.25571
114N05924,1.35111
114N05925,2.01789
114N05926,0.58707
114N05927,2.78796
114N05928,4.90695
114N05929,3.4230699999999996
114N05931,1.6817
114N05932,1.8755
114N05933,9.752930000000001
114N05934,20.66348
114N05935,2.14339
114N05936,2.8273099999999998
114N05937,13.338820000000002
114N05938,42.8496
114N05939,1.6866900000000002
114N05940,0.042230000000000004
114N05941,0.86803
114N05942,0.08002999999999999
114N05943,1.46796
114N05944,0.43235
114N05945,2.6023099999999997
114N05946,2.99896
114N05955,3.4470099999999997
114N05956,2.97048
114N05957,2.8479900000000002
114N05958,4.49277
114N05959,11.231160000000001
114N05960,4.26265
114N05961,15.41201
114N05962,18.35051
114N05963,7.45746
114N05964,7.3437399999999995
114N05965,29.633459999999996
114N05966,1.6921400000000002
114N05967,2.92687
114N05968,13.743910000000001
114N05969,18.55419
114N05970,18.28458
114N05971,3.51994
114N05972,3.21637
114N05973,3.3050900000000003
114N05974,4.27643
114N05975,3.17873
114N05976,14.86905
114N05977,4.95763
114N05978,27.228170000000002
114N05979,0.4964
114N05980,1.23266
114N05981,0.57111
114N05983,2.7349200000000002
114N05984,1.91507
114N05985,3.2417
114N05986,1.11379
114N05990,0.15275999999999998
114N06038,14.257710000000001
114N06039,1.5295
114N06040,9.49777
114N06041,2.15288
114N06042,19.1553
114N06043,13.23059
114N06044,15.961229999999999
114N06045,14.84869
114N06046,8.17901
114N06047,3.41448
114N06048,3.18623
114N06049,12.86276
114N06050,1.8848
114N06051,0.36408
114N06052,1.9738
114N06053,1.13319
114N06054,1.91451
114N06055,0.79167
114N06056,6.26901
114N06057,2.62907
114N06058,7.68267
114N06059,3.8136900000000002
114N06060,0.33000999999999997
114N06061,0.43668
114N06062,1.20838
114N06063,1.51068
114N06064,1.18169
114N06065,2.01092
114N06066,1.19212
114N06067,0.90135
114N06068,15.225970000000002
114N06069,3.4111800000000003
114N06070,8.4722
114N06071,1.7315599999999998
114N06072,0.6106699999999999
114N06073,6.750539999999999
114N06074,16.803
114N06075,2.41051
114N06076,9.888630000000001
114N06077,19.39422
114N06078,17.67211
114N06079,4.53924
114N06080,14.275220000000001
114N06081,1.12754
114N06082,16.13116
114N06083,12.22277
114N06084,2.01409
114N06085,2.55282
114N06086,11.98678
114N06087,0.17085999999999998
114N06095,3.08582
114N06096,4.22987
114N06288,14.578470000000001
114N06289,8.17769
114N06290,17.6049
114N06291,0.05665
114N06292,19.640970000000003
114N06293,10.04686
114N06294,12.0943
114N06295,12.190489999999999
114N06296,16.14932
114N06297,20.85031
114N06319,6.0795900000000005
114N06320,1.88982
114N06321,13.539929999999998
114N06322,0.64168
114N06323,8.6491
114N06324,8.32391
114N06325,11.70914
114N06326,5.92681
114N06327,0.8428899999999999
114N06328,14.27966
114N06329,12.50314
114N06330,1.0596700000000001
114N06331,1.1396600000000001
114N06332,6.57805
114N06333,0.6690699999999999
114N06334,0.90249
114N06335,0.32559
114N06336,0.15332
114N06337,1.3411600000000001
114N06339,1.40726
114N06340,1.56316
114N06341,0.19639
114N06342,1.9688700000000001
114N06344,0.9147799999999999
114N06345,2.38271
114N06347,16.31273
114N06348,16.41967
114N06349,0.39643
114N06350,1.6281700000000001
114N06351,0.94784
114N06352,2.3223599999999998
114N06353,14.39112
114N06354,1.2738399999999999
114N06355,0.94906
114N06356,9.23076
114N06357,0.76046
114N06358,0.81587
114N06359,0.72388
114N06360,0.70402
114N06361,0.93619
114N06362,2.5807900000000004
114N06363,1.65632
114N06364,8.70782
114N06365,5.5441400000000005
114N06366,17.822779999999998
114N06367,11.256960000000001
114N06368,13.967820000000001
114N06369,1.04065
114N06370,1.80702
114N06371,1.67389
114N06372,4.8712599999999995
114N06373,0.38366999999999996
114N06374,0.3664
114N06375,0.90038
114N06376,0.9748
114N06377,1.2285700000000002
114N06378,0.8451799999999999
114N06379,0.58334
114N06380,1.2974700000000001
114N06381,10.442210000000001
114N06382,0.7921699999999999
114N06383,2.01673
114N06384,1.18036
114N06385,0.41003999999999996
114N06415,1.33717
114N06416,11.17493
114N06417,23.44132
114N06418,6.883310000000001
114N06419,17.09395
114N06420,4.5069
114N06421,5.51358
114N06422,2.44767
114N06423,17.88055
114N06424,15.46357
114N06425,2.86199
114N06426,1.5928
114N06427,3.19983
114N06428,0.3931
114N06429,1.78024
114N06430,2.04356
114N06431,1.62832
114N06432,2.5912
114N06433,0.7027
114N06434,0.29667
114N06435,0.49866000000000005
114N06436,0.27307
114N06437,1.10277
114N06438,0.34036
114N06439,0.67399
114N06440,1.20712
114N06441,3.25104
114N06442,8.04125
114N06443,3.00513
114N06444,12.561539999999999
114N06445,1.9111
114N06446,17.92991
114N06447,3.6597800000000005
114N06448,5.85417
114N06449,4.49266
114N06450,2.83206
114N06451,1.06997
114N06452,0.79455
114N06453,4.792590000000001
114N06454,5.22668
114N06455,2.14204
114N06456,0.55009
114N06457,0.73256
114N06459,0.08198
114N06460,12.50612
114N06461,3.29845
114N06462,1.8649099999999998
114N06463,4.69396
114N06464,1.42309
114N06465,8.53512
114N06466,12.591330000000001
114N06467,12.03847
114N06468,2.98564
114N06469,0.31189
114N06470,0.48044
114N06498,14.424389999999999
114N06499,16.71527
114N06500,17.58261
114N06501,10.61819
114N06502,13.644810000000001
114N06503,14.2434
114N06504,16.942
114N06505,14.028089999999999
114N06506,14.41119
114N06507,10.663
114N06508,10.03841
114N06509,16.1417
114N06510,19.12055
114N06511,12.72671
114N06512,8.06051
114N06513,15.527289999999999
114N06514,13.357070000000002
114N06515,13.625589999999999
114N06516,15.52038
114N06517,10.78091
114N06518,13.458860000000001
114N06519,1.60476
114N06520,17.30882
114N06521,14.465689999999999
114N06522,15.49172
114N06523,6.63457
114N06524,12.72223
114N06525,12.192739999999999
114N06526,17.33397
114N06527,12.20766
114N06528,1.47868
114N06529,1.59959
114N06530,2.57345
114N06531,1.73365
114N06532,1.59586
114N06533,2.09878
114N06534,1.41547
114N06535,0.5867
114N06536,1.1638
114N06537,0.8432799999999999
114N06538,11.63855
114N06539,7.19172
114N06540,1.9640099999999998
114N06541,16.15059
114N06542,5.067819999999999
114N06543,4.17583
114N06544,8.46903
114N06545,5.8480300000000005
114N06546,3.7058400000000002
114N06547,2.0152799999999997
114N06548,1.62866
114N06549,1.84265
114N06550,8.782210000000001
114N06551,10.48528
114N06552,13.81318
114N06553,8.47284
114N06554,14.515039999999999
114N06555,11.36322
114N06556,13.084610000000001
114N06557,12.144960000000001
114N06558,14.43186
114N06559,13.06573
114N06560,1.2582200000000001
114N06566,10.558069999999999
114N06567,13.36464
114N06568,11.21825
114N06569,13.967260000000001
114N06570,8.23287
114N06571,8.03652
114N06572,12.90934
114N06573,10.44554
114N06574,11.64056
114N06575,9.10602
114N06576,7.555689999999999
114N06579,15.53159
114N06580,10.16314
114N06581,16.67887
114N06582,17.50846
114N06583,15.783879999999998
114N06584,11.9422
114N06585,8.13964
114N06586,12.52004
114N06587,3.78481
114N06588,29.79601
114N06589,16.98865
114N06590,14.10696
114N06591,15.481420000000002
114N06592,19.975479999999997
114N06593,6.06884
114N06594,15.978810000000001
114N06595,17.2804
114N06596,6.997719999999999
114N06597,9.35413
114N06598,4.3859
114N06601,12.98725
114N06602,10.75517
114N06603,0.15783
114N06604,12.097439999999999
114N06605,10.28242
114N06609,7.89818
114N06610,14.013779999999999
114N06611,8.92394
114N06612,6.5959
114N06614,7.54168
114N06628,18.12314
114N06629,19.95673
114N06630,12.066310000000001
114N06631,12.21698
114N06632,21.62229
114N06633,11.4136
114N06634,12.29231
114N06635,10.52315
114N06636,14.33105
114N06637,10.746939999999999
114N06667,12.51109
114N06668,15.722339999999999
114N06669,10.20519
114N06670,0.97005
114N06671,1.0389
114N06672,11.738539999999999
114N06673,8.77088
114N06674,7.1733899999999995
114N06691,9.01171
114N06692,14.0039
114N06693,16.87605
114N06694,17.94821
114N06701,17.55978
114N06705,8.09906
114N06706,17.87724
114N06707,16.06825
114N06723,17.29562
114N06724,21.18727
114N06725,16.19888
114N06726,15.514560000000001
114N06727,14.526760000000001
114N06728,12.0886
114N06729,9.68075
114N06730,12.96993
114N06731,9.7753
114N06732,13.32921
114N06733,11.4317
114N06734,14.42547
114N06735,8.46616
114N06736,14.364120000000002
114N06737,8.336739999999999
114N06738,3.50084
114N06739,9.41513
114N06740,11.5319
114N06744,1.81075
114N06745,3.64623
114N06746,13.28525
114N06747,14.89149
114N06748,10.246889999999999
114N06749,11.60849
114N06750,9.15501
114N06751,6.0551900000000005
114N06752,1.91251
114N06753,11.912510000000001
114N06754,1.6787400000000001
114N06755,7.65985
114N06756,7.255660000000001
114N06757,0.89405
114N06758,13.887170000000001
114N06759,0.9274
114N06760,1.6026200000000002
114N06761,0.84606
114N06762,5.93072
114N06763,0.50649
114N06765,0.46376000000000006
114N06766,2.04828
114N06767,4.628430000000001
114N06768,0.38766999999999996
114N06769,2.4546799999999998
114N06770,6.4061900000000005
114N06771,2.81514
114N06772,0.13835999999999998
114N06773,2.2177599999999997
114N06774,1.9100700000000002
114N06775,0.1786
114N06776,1.69865
114N06777,11.94325
114N06778,15.263810000000001
114N06779,8.78058
114N06780,13.22985
114N06781,6.25566
114N06782,9.12342
114N06783,1.69675
114N06784,3.2492799999999997
114N06785,2.8837200000000003
114N06786,0.9577399999999999
114N06787,4.97189
114N06788,1.03096
114N06789,5.7369699999999995
114N06790,1.52577
114N06791,12.60037
114N06792,9.52164
114N06793,6.99414
114N06794,9.87019
114N06795,9.49993
114N06796,3.72721
114N06797,4.4089599999999995
114N06798,12.00703
114N06799,9.37456
114N06800,2.03989
114N06801,2.72872
114N06802,3.80082
114N06803,1.97605
114N06804,6.33372
114N06805,1.98196
114N06806,13.391770000000001
114N06807,4.8613
114N06808,12.80909
114N06809,13.025319999999999
114N06810,14.407279999999998
114N06811,10.56478
114N06812,15.2068
114N06813,13.29175
114N06814,15.24818
114N06815,2.04707
114N06816,14.885879999999998
114N06817,9.072000000000001
114N06818,14.217939999999999
114N06819,10.78561
114N06820,12.184569999999999
114N06821,14.8962
114N06822,7.601039999999999
114N06823,17.4645
114N06824,2.2612400000000004
114N06825,13.94239
114N06826,11.06781
114N06827,15.577029999999999
114N06828,15.23321
114N06829,9.3658
114N06830,5.259869999999999
114N06831,13.090530000000001
114N06832,7.890680000000001
114N06833,15.42022
114N06834,7.93728
114N06835,13.51675
114N06836,13.40608
114N06837,7.21895
114N06838,1.62061
114N06839,1.14154
114N06840,4.92244
114N06841,9.46878
114N06842,6.73485
114N06843,11.219669999999999
114N06844,13.01225
114N06845,9.49196
114N06846,14.68544
114N06847,0.28878000000000004
114N06848,13.179429999999998
114N06849,12.564
114N06850,7.062880000000001
114N06851,12.81577
114N06852,7.213480000000001
114N06853,4.3958699999999995
114N06854,14.23859
114N06855,12.81514
114N06856,10.910210000000001
114N06857,10.39425
114N06858,9.86555
114N06859,9.01625
114N06860,13.182520000000002
